ENSRNOT00000094517 ENSRNOG00000064161 TR_V_gene TR_V_gene
ENSRNOT00000118541 ENSRNOG00000068697 protein_coding protein_coding
ENSRNOT00000061826 ENSRNOG00000007326 protein_coding protein_coding
ENSRNOT00000117547 ENSRNOG00000007326 protein_coding protein_coding
ENSRNOT00000082353 ENSRNOG00000007326 protein_coding protein_coding
ENSRNOT00000009660 ENSRNOG00000007326 protein_coding protein_coding
ENSRNOT00000071999 ENSRNOG00000047877 protein_coding protein_coding
ENSRNOT00000039166 ENSRNOG00000028261 protein_coding protein_coding
ENSRNOT00000115773 ENSRNOG00000028261 protein_coding protein_coding
ENSRNOT00000081225 ENSRNOG00000028261 protein_coding protein_coding
ENSRNOT00000065340 ENSRNOG00000005049 protein_coding protein_coding
ENSRNOT00000019887 ENSRNOG00000014831 protein_coding protein_coding
ENSRNOT00000107494 ENSRNOG00000020985 protein_coding protein_coding
ENSRNOT00000028508 ENSRNOG00000020985 protein_coding protein_coding
ENSRNOT00000103970 ENSRNOG00000007951 protein_coding protein_coding
ENSRNOT00000010613 ENSRNOG00000007951 protein_coding protein_coding
ENSRNOT00000098940 ENSRNOG00000007951 protein_coding protein_coding
ENSRNOT00000085615 ENSRNOG00000006433 protein_coding protein_coding
ENSRNOT00000008419 ENSRNOG00000006433 protein_coding protein_coding
ENSRNOT00000101071 ENSRNOG00000050483 protein_coding protein_coding
ENSRNOT00000073135 ENSRNOG00000050483 protein_coding protein_coding
ENSRNOT00000101311 ENSRNOG00000050483 protein_coding protein_coding
ENSRNOT00000094823 ENSRNOG00000019186 protein_coding protein_coding
ENSRNOT00000025990 ENSRNOG00000019186 protein_coding protein_coding
ENSRNOT00000087764 ENSRNOG00000019186 protein_coding protein_coding
ENSRNOT00000102293 ENSRNOG00000019186 protein_coding protein_coding
ENSRNOT00000014731 ENSRNOG00000011091 protein_coding protein_coding
ENSRNOT00000041499 ENSRNOG00000034228 protein_coding protein_coding
ENSRNOT00000078963 ENSRNOG00000034228 protein_coding protein_coding
ENSRNOT00000116404 ENSRNOG00000067971 protein_coding protein_coding
ENSRNOT00000051243 ENSRNOG00000009061 protein_coding protein_coding
ENSRNOT00000114239 ENSRNOG00000009061 protein_coding protein_coding
ENSRNOT00000097272 ENSRNOG00000010891 protein_coding protein_coding
ENSRNOT00000014762 ENSRNOG00000010891 protein_coding protein_coding
ENSRNOT00000107983 ENSRNOG00000010891 protein_coding protein_coding
ENSRNOT00000089825 ENSRNOG00000056063 protein_coding protein_coding
ENSRNOT00000018164 ENSRNOG00000013579 protein_coding protein_coding
ENSRNOT00000081775 ENSRNOG00000027221 protein_coding protein_coding
ENSRNOT00000037589 ENSRNOG00000027221 protein_coding protein_coding
ENSRNOT00000017651 ENSRNOG00000012682 protein_coding protein_coding
ENSRNOT00000082442 ENSRNOG00000013971 protein_coding protein_coding
ENSRNOT00000083372 ENSRNOG00000013971 protein_coding protein_coding
ENSRNOT00000096287 ENSRNOG00000069569 protein_coding protein_coding
ENSRNOT00000026962 ENSRNOG00000019902 protein_coding protein_coding
ENSRNOT00000052356 ENSRNOG00000032513 protein_coding protein_coding
ENSRNOT00000019806 ENSRNOG00000014721 protein_coding protein_coding
ENSRNOT00000082953 ENSRNOG00000051615 protein_coding protein_coding
ENSRNOT00000095450 ENSRNOG00000051615 protein_coding protein_coding
ENSRNOT00000012637 ENSRNOG00000023497 protein_coding protein_coding
ENSRNOT00000120011 ENSRNOG00000064193 protein_coding protein_coding
ENSRNOT00000107221 ENSRNOG00000064193 protein_coding protein_coding
ENSRNOT00000087834 ENSRNOG00000054360 protein_coding protein_coding
ENSRNOT00000103340 ENSRNOG00000054360 protein_coding protein_coding
ENSRNOT00000007615 ENSRNOG00000005727 protein_coding protein_coding
ENSRNOT00000094310 ENSRNOG00000005727 protein_coding protein_coding
ENSRNOT00000119449 ENSRNOG00000066844 protein_coding protein_coding
ENSRNOT00000112833 ENSRNOG00000063285 protein_coding protein_coding
ENSRNOT00000095465 ENSRNOG00000069558 protein_coding protein_coding
ENSRNOT00000110479 ENSRNOG00000051498 protein_coding protein_coding
ENSRNOT00000117191 ENSRNOG00000051498 protein_coding protein_coding
ENSRNOT00000083423 ENSRNOG00000051498 protein_coding protein_coding
ENSRNOT00000066837 ENSRNOG00000051498 protein_coding protein_coding
ENSRNOT00000039903 ENSRNOG00000063372 protein_coding protein_coding
ENSRNOT00000028677 ENSRNOG00000021120 protein_coding protein_coding
ENSRNOT00000107580 ENSRNOG00000021120 protein_coding protein_coding
ENSRNOT00000106387 ENSRNOG00000064210 protein_coding protein_coding
ENSRNOT00000028592 ENSRNOG00000021054 protein_coding protein_coding
ENSRNOT00000099846 ENSRNOG00000021054 protein_coding protein_coding
ENSRNOT00000009973 ENSRNOG00000007490 protein_coding protein_coding
ENSRNOT00000009122 ENSRNOG00000006399 protein_coding protein_coding
ENSRNOT00000115470 ENSRNOG00000006399 protein_coding protein_coding
ENSRNOT00000106697 ENSRNOG00000064353 protein_coding protein_coding
ENSRNOT00000016989 ENSRNOG00000012581 protein_coding protein_coding
ENSRNOT00000042029 ENSRNOG00000068503 protein_coding protein_coding
ENSRNOT00000085133 ENSRNOG00000067730 protein_coding protein_coding
ENSRNOT00000039780 ENSRNOG00000028708 protein_coding protein_coding
ENSRNOT00000099506 ENSRNOG00000011441 protein_coding protein_coding
ENSRNOT00000117383 ENSRNOG00000011441 protein_coding protein_coding
ENSRNOT00000112708 ENSRNOG00000011441 protein_coding protein_coding
ENSRNOT00000120271 ENSRNOG00000011441 protein_coding protein_coding
ENSRNOT00000015327 ENSRNOG00000011441 protein_coding protein_coding
ENSRNOT00000077270 ENSRNOG00000011441 protein_coding protein_coding
ENSRNOT00000071946 ENSRNOG00000025353 protein_coding protein_coding
ENSRNOT00000108085 ENSRNOG00000071108 protein_coding protein_coding
ENSRNOT00000067183 ENSRNOG00000009085 protein_coding protein_coding
ENSRNOT00000094824 ENSRNOG00000009085 protein_coding protein_coding
ENSRNOT00000106083 ENSRNOG00000009085 protein_coding protein_coding
ENSRNOT00000119089 ENSRNOG00000009085 protein_coding protein_coding
ENSRNOT00000016051 ENSRNOG00000011949 protein_coding protein_coding
ENSRNOT00000021491 ENSRNOG00000015903 protein_coding protein_coding
ENSRNOT00000095410 ENSRNOG00000015903 protein_coding protein_coding
ENSRNOT00000081173 ENSRNOG00000015903 protein_coding protein_coding
ENSRNOT00000097392 ENSRNOG00000069830 protein_coding protein_coding
ENSRNOT00000068267 ENSRNOG00000018160 protein_coding protein_coding
ENSRNOT00000007462 ENSRNOG00000005666 protein_coding protein_coding
ENSRNOT00000023786 ENSRNOG00000017447 protein_coding protein_coding
ENSRNOT00000112261 ENSRNOG00000017447 protein_coding protein_coding
ENSRNOT00000110685 ENSRNOG00000017447 protein_coding protein_coding
ENSRNOT00000093200 ENSRNOG00000062245 protein_coding protein_coding
ENSRNOT00000117670 ENSRNOG00000019936 protein_coding protein_coding
ENSRNOT00000095077 ENSRNOG00000019936 protein_coding protein_coding
ENSRNOT00000094735 ENSRNOG00000019936 protein_coding protein_coding
ENSRNOT00000027028 ENSRNOG00000019936 protein_coding protein_coding
ENSRNOT00000105595 ENSRNOG00000027136 protein_coding protein_coding
ENSRNOT00000079137 ENSRNOG00000027136 protein_coding protein_coding
ENSRNOT00000039375 ENSRNOG00000027136 protein_coding protein_coding
ENSRNOT00000104804 ENSRNOG00000021156 protein_coding protein_coding
ENSRNOT00000109620 ENSRNOG00000021156 protein_coding protein_coding
ENSRNOT00000050891 ENSRNOG00000021156 protein_coding protein_coding
ENSRNOT00000099849 ENSRNOG00000021156 protein_coding protein_coding
ENSRNOT00000105539 ENSRNOG00000065946 protein_coding protein_coding
ENSRNOT00000002145 ENSRNOG00000001578 protein_coding protein_coding
ENSRNOT00000034704 ENSRNOG00000028357 protein_coding protein_coding
ENSRNOT00000082245 ENSRNOG00000054142 protein_coding protein_coding
ENSRNOT00000113103 ENSRNOG00000054142 protein_coding protein_coding
ENSRNOT00000028343 ENSRNOG00000020888 protein_coding protein_coding
ENSRNOT00000081779 ENSRNOG00000026177 protein_coding protein_coding
ENSRNOT00000016912 ENSRNOG00000026177 protein_coding protein_coding
ENSRNOT00000112574 ENSRNOG00000026177 protein_coding protein_coding
ENSRNOT00000090725 ENSRNOG00000051620 protein_coding protein_coding
ENSRNOT00000089199 ENSRNOG00000051620 protein_coding protein_coding
ENSRNOT00000047001 ENSRNOG00000029594 protein_coding protein_coding
ENSRNOT00000109518 ENSRNOG00000067612 protein_coding protein_coding
ENSRNOT00000099215 ENSRNOG00000067612 protein_coding protein_coding
ENSRNOT00000043909 ENSRNOG00000029600 protein_coding protein_coding
ENSRNOT00000010909 ENSRNOG00000008232 protein_coding protein_coding
ENSRNOT00000102990 ENSRNOG00000008232 protein_coding protein_coding
ENSRNOT00000011141 ENSRNOG00000008439 protein_coding protein_coding
ENSRNOT00000019553 ENSRNOG00000014549 protein_coding protein_coding
ENSRNOT00000097175 ENSRNOG00000066761 protein_coding protein_coding
ENSRNOT00000098265 ENSRNOG00000066093 protein_coding protein_coding
ENSRNOT00000086887 ENSRNOG00000053144 protein_coding protein_coding
ENSRNOT00000089504 ENSRNOG00000053979 protein_coding protein_coding
ENSRNOT00000093153 ENSRNOG00000053979 protein_coding protein_coding
ENSRNOT00000045155 ENSRNOG00000034161 protein_coding protein_coding
ENSRNOT00000049500 ENSRNOG00000031317 protein_coding protein_coding
ENSRNOT00000009581 ENSRNOG00000007006 protein_coding protein_coding
ENSRNOT00000009041 ENSRNOG00000011202 protein_coding protein_coding
ENSRNOT00000084339 ENSRNOG00000011202 protein_coding protein_coding
ENSRNOT00000112623 ENSRNOG00000011202 protein_coding protein_coding
ENSRNOT00000114152 ENSRNOG00000018211 protein_coding protein_coding
ENSRNOT00000024719 ENSRNOG00000018211 protein_coding protein_coding
ENSRNOT00000106708 ENSRNOG00000018211 protein_coding protein_coding
ENSRNOT00000094883 ENSRNOG00000063835 protein_coding protein_coding
ENSRNOT00000039564 ENSRNOG00000023434 protein_coding protein_coding
ENSRNOT00000033511 ENSRNOG00000001577 protein_coding protein_coding
ENSRNOT00000106175 ENSRNOG00000066517 protein_coding protein_coding
ENSRNOT00000021030 ENSRNOG00000015630 protein_coding protein_coding
ENSRNOT00000105084 ENSRNOG00000015630 protein_coding protein_coding
ENSRNOT00000119559 ENSRNOG00000068318 protein_coding protein_coding
ENSRNOT00000113578 ENSRNOG00000002874 protein_coding protein_coding
ENSRNOT00000003834 ENSRNOG00000002874 protein_coding protein_coding
ENSRNOT00000112828 ENSRNOG00000012095 protein_coding protein_coding
ENSRNOT00000016567 ENSRNOG00000012095 protein_coding protein_coding
ENSRNOT00000067992 ENSRNOG00000042246 protein_coding protein_coding
ENSRNOT00000020390 ENSRNOG00000015051 protein_coding protein_coding
ENSRNOT00000064798 ENSRNOG00000021061 protein_coding protein_coding
ENSRNOT00000022291 ENSRNOG00000016621 protein_coding protein_coding
ENSRNOT00000016794 ENSRNOG00000012472 protein_coding protein_coding
ENSRNOT00000113178 ENSRNOG00000012472 protein_coding protein_coding
ENSRNOT00000106150 ENSRNOG00000031834 protein_coding protein_coding
ENSRNOT00000079283 ENSRNOG00000031834 protein_coding protein_coding
ENSRNOT00000048807 ENSRNOG00000031834 protein_coding protein_coding
ENSRNOT00000104049 ENSRNOG00000031834 protein_coding protein_coding
ENSRNOT00000120281 ENSRNOG00000063547 protein_coding protein_coding
ENSRNOT00000113973 ENSRNOG00000063547 protein_coding protein_coding
ENSRNOT00000095554 ENSRNOG00000063547 protein_coding protein_coding
ENSRNOT00000105183 ENSRNOG00000034026 protein_coding protein_coding
ENSRNOT00000043641 ENSRNOG00000034026 protein_coding protein_coding
ENSRNOT00000023713 ENSRNOG00000017640 protein_coding protein_coding
ENSRNOT00000020079 ENSRNOG00000014966 protein_coding protein_coding
ENSRNOT00000116321 ENSRNOG00000014966 protein_coding protein_coding
ENSRNOT00000012519 ENSRNOG00000009453 protein_coding protein_coding
ENSRNOT00000101397 ENSRNOG00000020016 protein_coding protein_coding
ENSRNOT00000027150 ENSRNOG00000020016 protein_coding protein_coding
ENSRNOT00000043224 ENSRNOG00000030869 protein_coding protein_coding
ENSRNOT00000031385 ENSRNOG00000027410 protein_coding protein_coding
ENSRNOT00000105332 ENSRNOG00000027410 protein_coding protein_coding
ENSRNOT00000100062 ENSRNOG00000027410 protein_coding protein_coding
ENSRNOT00000022428 ENSRNOG00000016708 protein_coding protein_coding
ENSRNOT00000022115 ENSRNOG00000016708 protein_coding protein_coding
ENSRNOT00000086933 ENSRNOG00000016708 protein_coding protein_coding
ENSRNOT00000101572 ENSRNOG00000062493 protein_coding protein_coding
ENSRNOT00000100559 ENSRNOG00000025327 protein_coding protein_coding
ENSRNOT00000110776 ENSRNOG00000025327 protein_coding protein_coding
ENSRNOT00000022683 ENSRNOG00000025327 protein_coding protein_coding
ENSRNOT00000024922 ENSRNOG00000018406 protein_coding protein_coding
ENSRNOT00000109439 ENSRNOG00000018406 protein_coding protein_coding
ENSRNOT00000112657 ENSRNOG00000067081 protein_coding protein_coding
ENSRNOT00000105081 ENSRNOG00000067081 protein_coding protein_coding
ENSRNOT00000087805 ENSRNOG00000027126 protein_coding protein_coding
ENSRNOT00000020076 ENSRNOG00000014899 protein_coding protein_coding
ENSRNOT00000034527 ENSRNOG00000022990 protein_coding protein_coding
ENSRNOT00000021614 ENSRNOG00000016136 protein_coding protein_coding
ENSRNOT00000101228 ENSRNOG00000016727 protein_coding protein_coding
ENSRNOT00000023072 ENSRNOG00000016727 protein_coding protein_coding
ENSRNOT00000114894 ENSRNOG00000016727 protein_coding protein_coding
ENSRNOT00000016919 ENSRNOG00000012344 protein_coding protein_coding
ENSRNOT00000100523 ENSRNOG00000017758 protein_coding protein_coding
ENSRNOT00000089801 ENSRNOG00000017758 protein_coding protein_coding
ENSRNOT00000046919 ENSRNOG00000017758 protein_coding protein_coding
ENSRNOT00000031586 ENSRNOG00000028616 protein_coding protein_coding
ENSRNOT00000039296 ENSRNOG00000028156 protein_coding protein_coding
ENSRNOT00000039308 ENSRNOG00000028156 protein_coding protein_coding
ENSRNOT00000073640 ENSRNOG00000047928 protein_coding protein_coding
ENSRNOT00000118877 ENSRNOG00000063082 protein_coding protein_coding
ENSRNOT00000048004 ENSRNOG00000031285 protein_coding protein_coding
ENSRNOT00000009439 ENSRNOG00000007131 protein_coding protein_coding
ENSRNOT00000104160 ENSRNOG00000007131 protein_coding protein_coding
ENSRNOT00000099077 ENSRNOG00000007131 protein_coding protein_coding
ENSRNOT00000024912 ENSRNOG00000018446 protein_coding protein_coding
ENSRNOT00000107472 ENSRNOG00000018446 protein_coding protein_coding
ENSRNOT00000046725 ENSRNOG00000030383 protein_coding protein_coding
ENSRNOT00000098167 ENSRNOG00000070279 protein_coding protein_coding
ENSRNOT00000068030 ENSRNOG00000005151 protein_coding protein_coding
ENSRNOT00000006953 ENSRNOG00000005151 protein_coding protein_coding
ENSRNOT00000103290 ENSRNOG00000005151 protein_coding protein_coding
ENSRNOT00000094199 ENSRNOG00000005151 protein_coding protein_coding
ENSRNOT00000036956 ENSRNOG00000026770 protein_coding protein_coding
ENSRNOT00000114762 ENSRNOG00000012602 protein_coding protein_coding
ENSRNOT00000065576 ENSRNOG00000012602 protein_coding protein_coding
ENSRNOT00000110058 ENSRNOG00000012602 protein_coding protein_coding
ENSRNOT00000086365 ENSRNOG00000012602 protein_coding protein_coding
ENSRNOT00000102860 ENSRNOG00000067568 protein_coding protein_coding
ENSRNOT00000049192 ENSRNOG00000031344 protein_coding protein_coding
ENSRNOT00000103856 ENSRNOG00000063986 protein_coding protein_coding
ENSRNOT00000052130 ENSRNOG00000030914 protein_coding protein_coding
ENSRNOT00000043250 ENSRNOG00000066637 protein_coding protein_coding
ENSRNOT00000025026 ENSRNOG00000018510 protein_coding protein_coding
ENSRNOT00000099935 ENSRNOG00000018510 protein_coding protein_coding
ENSRNOT00000100040 ENSRNOG00000005849 protein_coding protein_coding
ENSRNOT00000008337 ENSRNOG00000005849 protein_coding protein_coding
ENSRNOT00000034599 ENSRNOG00000022595 protein_coding protein_coding
ENSRNOT00000006460 ENSRNOG00000004589 protein_coding protein_coding
ENSRNOT00000076555 ENSRNOG00000015220 protein_coding protein_coding
ENSRNOT00000076068 ENSRNOG00000015220 protein_coding protein_coding
ENSRNOT00000020568 ENSRNOG00000015220 protein_coding protein_coding
ENSRNOT00000118713 ENSRNOG00000020124 protein_coding protein_coding
ENSRNOT00000116453 ENSRNOG00000020124 protein_coding protein_coding
ENSRNOT00000027261 ENSRNOG00000020124 protein_coding protein_coding
ENSRNOT00000095386 ENSRNOG00000020124 protein_coding protein_coding
ENSRNOT00000095065 ENSRNOG00000020124 protein_coding protein_coding
ENSRNOT00000022265 ENSRNOG00000016583 protein_coding protein_coding
ENSRNOT00000109474 ENSRNOG00000016583 protein_coding protein_coding
ENSRNOT00000057504 ENSRNOG00000037853 protein_coding protein_coding
ENSRNOT00000111020 ENSRNOG00000064529 protein_coding protein_coding
ENSRNOT00000101357 ENSRNOG00000064947 protein_coding protein_coding
ENSRNOT00000043610 ENSRNOG00000033024 protein_coding protein_coding
ENSRNOT00000056322 ENSRNOG00000042717 protein_coding protein_coding
ENSRNOT00000030706 ENSRNOG00000022697 protein_coding protein_coding
ENSRNOT00000110923 ENSRNOG00000006340 protein_coding protein_coding
ENSRNOT00000008687 ENSRNOG00000006340 protein_coding protein_coding
ENSRNOT00000114968 ENSRNOG00000006340 protein_coding protein_coding
ENSRNOT00000106946 ENSRNOG00000006340 protein_coding protein_coding
ENSRNOT00000107877 ENSRNOG00000006340 protein_coding protein_coding
ENSRNOT00000102021 ENSRNOG00000063583 protein_coding protein_coding
ENSRNOT00000023132 ENSRNOG00000017194 protein_coding protein_coding
ENSRNOT00000119928 ENSRNOG00000062358 protein_coding protein_coding
ENSRNOT00000078512 ENSRNOG00000062358 protein_coding protein_coding
ENSRNOT00000080820 ENSRNOG00000062358 protein_coding protein_coding
ENSRNOT00000057820 ENSRNOG00000038008 protein_coding protein_coding
ENSRNOT00000083402 ENSRNOG00000010474 protein_coding protein_coding
ENSRNOT00000110571 ENSRNOG00000010474 protein_coding protein_coding
ENSRNOT00000108333 ENSRNOG00000010474 protein_coding protein_coding
ENSRNOT00000101593 ENSRNOG00000010474 protein_coding protein_coding
